,respondent_id,seasonal_taken,xyz_taken
3118,3118,0.0,0.0
3119,3119,1.0,0.0
3120,3120,0.0,0.0
3122,3122,0.0,0.0
3124,3124,0.0,0.0
3125,3125,1.0,1.0
3126,3126,0.0,0.0
3127,3127,0.0,0.0
3128,3128,0.0,0.0
3130,3130,1.0,0.0
3131,3131,1.0,1.0
3132,3132,0.0,0.0
3133,3133,0.0,0.0
3134,3134,0.0,0.0
3135,3135,0.0,0.0
3136,3136,0.0,0.0
3137,3137,1.0,1.0
3138,3138,0.0,0.0
3139,3139,0.0,0.0
3140,3140,1.0,0.0
3141,3141,0.0,0.0
3142,3142,0.0,0.0
3143,3143,0.0,0.0
3144,3144,0.0,0.0
3145,3145,0.0,0.0
3146,3146,0.0,0.0
3147,3147,1.0,1.0
3148,3148,0.0,1.0
3149,3149,0.0,0.0
3150,3150,0.0,0.0
3151,3151,1.0,0.0
3152,3152,0.0,0.0
3154,3154,1.0,1.0
3155,3155,1.0,0.0
3156,3156,1.0,1.0
3157,3157,0.0,0.0
3159,3159,1.0,1.0
3160,3160,0.0,0.0
3161,3161,1.0,1.0
3162,3162,0.0,0.0
3163,3163,0.0,0.0
3164,3164,0.0,0.0
3165,3165,1.0,1.0
3166,3166,1.0,0.0
3167,3167,0.0,0.0
3168,3168,0.0,0.0
3169,3169,1.0,1.0
3170,3170,0.0,0.0
3171,3171,0.0,0.0
3172,3172,1.0,1.0
3173,3173,0.0,0.0
3174,3174,1.0,1.0
3175,3175,1.0,1.0
3176,3176,0.0,0.0
3177,3177,0.0,0.0
3178,3178,1.0,0.0
3179,3179,1.0,0.0
3180,3180,0.0,0.0
3182,3182,1.0,1.0
3183,3183,0.0,0.0
3184,3184,1.0,0.0
3185,3185,0.0,0.0
3186,3186,0.0,0.0
3187,3187,1.0,0.0
3188,3188,1.0,1.0
3190,3190,0.0,0.0
3191,3191,0.0,0.0
3192,3192,0.0,0.0
3193,3193,0.0,0.0
3194,3194,1.0,0.0
3195,3195,0.0,0.0
3196,3196,0.0,0.0
3197,3197,0.0,0.0
3198,3198,1.0,0.0
3199,3199,0.0,0.0
3201,3201,0.0,0.0
3202,3202,1.0,0.0
3203,3203,0.0,0.0
3205,3205,0.0,0.0
3206,3206,1.0,1.0
3207,3207,1.0,1.0
3208,3208,0.0,0.0
3209,3209,0.0,0.0
3210,3210,1.0,0.0
3211,3211,1.0,0.0
3213,3213,0.0,0.0
3214,3214,1.0,1.0
3215,3215,0.0,0.0
3216,3216,1.0,1.0
3217,3217,0.0,0.0
3218,3218,0.0,0.0
3219,3219,0.0,0.0
3220,3220,0.0,0.0
3221,3221,0.0,0.0
3222,3222,1.0,1.0
3223,3223,0.0,0.0
3224,3224,1.0,1.0
3225,3225,0.0,0.0
3227,3227,1.0,1.0
3228,3228,1.0,0.0
3229,3229,1.0,1.0
3230,3230,0.0,0.0
3231,3231,0.0,0.0
3232,3232,0.0,0.0
3233,3233,0.0,0.0
3234,3234,0.0,0.0
3235,3235,0.0,0.0
3236,3236,0.0,0.0
3237,3237,0.0,0.0
3238,3238,0.0,0.0
3239,3239,0.0,0.0
3240,3240,1.0,0.0
3241,3241,1.0,1.0
3242,3242,1.0,0.0
3243,3243,0.0,0.0
3244,3244,0.0,0.0
3245,3245,0.0,0.0
3246,3246,1.0,0.0
3247,3247,0.0,0.0
3248,3248,0.0,0.0
3249,3249,1.0,0.0
3250,3250,0.0,0.0
3252,3252,0.0,0.0
3253,3253,1.0,0.0
3254,3254,0.0,0.0
3255,3255,1.0,1.0
3256,3256,0.0,0.0
3257,3257,0.0,0.0
3258,3258,0.0,0.0
3259,3259,1.0,0.0
3260,3260,1.0,1.0
3261,3261,0.0,0.0
3262,3262,1.0,1.0
3263,3263,1.0,1.0
3265,3265,0.0,1.0
3266,3266,1.0,1.0
3267,3267,0.0,0.0
3268,3268,0.0,1.0
3271,3271,1.0,1.0
3272,3272,0.0,0.0
3274,3274,0.0,0.0
3275,3275,1.0,1.0
3276,3276,1.0,1.0
3277,3277,0.0,0.0
3278,3278,1.0,1.0
3279,3279,1.0,1.0
3280,3280,1.0,1.0
3281,3281,0.0,0.0
3282,3282,0.0,0.0
3284,3284,1.0,1.0
3285,3285,0.0,0.0
3286,3286,0.0,0.0
3287,3287,0.0,0.0
3288,3288,0.0,0.0
3289,3289,0.0,0.0
3290,3290,1.0,0.0
3291,3291,1.0,1.0
3293,3293,1.0,1.0
3294,3294,0.0,0.0
3295,3295,0.0,0.0
3296,3296,1.0,1.0
3297,3297,0.0,0.0
3300,3300,0.0,1.0
3301,3301,1.0,1.0
3302,3302,1.0,0.0
3303,3303,1.0,1.0
3304,3304,1.0,0.0
3305,3305,0.0,0.0
3306,3306,0.0,0.0
3307,3307,0.0,0.0
3308,3308,0.0,0.0
3309,3309,1.0,1.0
3310,3310,1.0,1.0
3311,3311,1.0,0.0
3312,3312,0.0,0.0
3313,3313,0.0,0.0
3314,3314,0.0,0.0
3315,3315,1.0,1.0
3316,3316,1.0,0.0
3317,3317,1.0,1.0
3318,3318,0.0,0.0
3319,3319,1.0,1.0
3320,3320,1.0,1.0
3321,3321,0.0,1.0
3322,3322,0.0,0.0
3323,3323,1.0,1.0
3324,3324,1.0,1.0
3326,3326,1.0,1.0
3327,3327,0.0,0.0
3328,3328,0.0,0.0
3329,3329,0.0,0.0
3330,3330,0.0,1.0
3331,3331,0.0,0.0
3332,3332,0.0,0.0
3334,3334,0.0,0.0
3335,3335,0.0,0.0
3336,3336,0.0,0.0
3337,3337,0.0,0.0
3338,3338,0.0,0.0
3339,3339,0.0,0.0
3340,3340,0.0,0.0
3341,3341,0.0,0.0
3342,3342,0.0,0.0
3343,3343,0.0,0.0
3344,3344,0.0,0.0
3346,3346,0.0,0.0
3347,3347,0.0,1.0
3348,3348,0.0,1.0
3349,3349,0.0,0.0
3350,3350,0.0,0.0
3351,3351,0.0,0.0
3352,3352,0.0,0.0
3353,3353,0.0,0.0
3355,3355,0.0,0.0
3356,3356,0.0,0.0
3357,3357,0.0,0.0
3359,3359,0.0,0.0
3360,3360,1.0,1.0
3361,3361,1.0,1.0
3362,3362,0.0,0.0
3363,3363,0.0,0.0
3364,3364,0.0,0.0
3365,3365,0.0,0.0
3366,3366,0.0,0.0
3367,3367,0.0,0.0
3368,3368,0.0,0.0
3370,3370,0.0,0.0
3371,3371,0.0,0.0
3372,3372,0.0,0.0
3373,3373,1.0,0.0
3374,3374,0.0,0.0
3376,3376,1.0,1.0
3377,3377,0.0,0.0
3378,3378,0.0,0.0
3380,3380,0.0,0.0
3381,3381,1.0,1.0
3385,3385,1.0,1.0
3386,3386,0.0,0.0
3387,3387,0.0,0.0
3388,3388,1.0,0.0
3389,3389,0.0,0.0
3391,3391,0.0,0.0
3392,3392,1.0,0.0
3393,3393,0.0,0.0
3394,3394,1.0,0.0
3395,3395,0.0,0.0
3396,3396,0.0,0.0
3397,3397,0.0,0.0
3398,3398,1.0,0.0
3400,3400,0.0,0.0
3401,3401,0.0,0.0
3404,3404,0.0,0.0
3405,3405,0.0,0.0
3407,3407,0.0,0.0
3408,3408,1.0,0.0
3410,3410,0.0,0.0
3412,3412,0.0,0.0
3413,3413,0.0,0.0
3414,3414,1.0,1.0
3415,3415,1.0,0.0
3416,3416,1.0,0.0
3417,3417,0.0,0.0
3418,3418,0.0,0.0
3419,3419,0.0,0.0
3420,3420,1.0,0.0
3424,3424,1.0,1.0
3425,3425,0.0,0.0
3427,3427,0.0,0.0
3428,3428,0.0,0.0
3429,3429,0.0,0.0
3430,3430,1.0,1.0
3431,3431,0.0,0.0
3432,3432,0.0,0.0
3433,3433,0.0,0.0
3434,3434,0.0,0.0
3435,3435,0.0,0.0
3437,3437,1.0,1.0
3439,3439,1.0,0.0
3441,3441,0.0,0.0
3442,3442,0.0,0.0
3443,3443,1.0,0.0
3444,3444,1.0,1.0
3445,3445,1.0,1.0
3446,3446,1.0,0.0
3447,3447,1.0,1.0
3448,3448,1.0,1.0
3449,3449,1.0,1.0
3450,3450,1.0,0.0
3451,3451,0.0,0.0
3452,3452,1.0,0.0
3453,3453,0.0,0.0
3454,3454,1.0,1.0
3455,3455,0.0,0.0
3456,3456,0.0,0.0
3459,3459,0.0,0.0
3460,3460,0.0,0.0
3461,3461,0.0,0.0
3462,3462,1.0,0.0
3463,3463,0.0,0.0
3464,3464,0.0,0.0
3465,3465,0.0,0.0
3466,3466,0.0,0.0
3467,3467,0.0,0.0
3468,3468,0.0,0.0
3469,3469,1.0,1.0
3470,3470,0.0,0.0
3471,3471,1.0,1.0
3472,3472,0.0,0.0
3474,3474,1.0,0.0
3475,3475,0.0,0.0
3476,3476,1.0,1.0
3477,3477,0.0,0.0
3479,3479,0.0,0.0
3480,3480,1.0,0.0
3482,3482,0.0,0.0
3484,3484,1.0,1.0
3485,3485,1.0,1.0
3489,3489,0.0,0.0
3490,3490,0.0,0.0
3491,3491,0.0,1.0
3492,3492,0.0,0.0
3493,3493,1.0,0.0
3494,3494,0.0,0.0
3496,3496,0.0,0.0
3497,3497,0.0,0.0
3498,3498,0.0,0.0
3499,3499,0.0,0.0
3501,3501,1.0,1.0
3502,3502,0.0,0.0
3503,3503,1.0,0.0
3504,3504,1.0,1.0
3505,3505,0.0,0.0
3507,3507,0.0,0.0
3509,3509,1.0,0.0
3510,3510,1.0,1.0
3511,3511,0.0,0.0
3512,3512,1.0,0.0
3513,3513,1.0,1.0
3514,3514,0.0,0.0
3515,3515,1.0,0.0
3516,3516,1.0,0.0
3517,3517,1.0,1.0
3518,3518,1.0,1.0
3519,3519,0.0,1.0
3520,3520,1.0,1.0
3521,3521,1.0,1.0
3522,3522,0.0,0.0
3523,3523,0.0,0.0
3524,3524,0.0,0.0
3525,3525,0.0,0.0
3527,3527,0.0,0.0
3528,3528,1.0,1.0
3529,3529,1.0,0.0
3530,3530,0.0,0.0
3531,3531,0.0,0.0
3532,3532,1.0,0.0
3533,3533,1.0,1.0
3534,3534,0.0,0.0
3535,3535,1.0,1.0
3537,3537,1.0,0.0
3538,3538,0.0,0.0
3539,3539,0.0,0.0
3541,3541,1.0,1.0
3542,3542,1.0,0.0
3543,3543,1.0,1.0
3544,3544,0.0,0.0
3545,3545,0.0,0.0
3546,3546,1.0,1.0
3548,3548,0.0,0.0
3550,3550,1.0,0.0
3551,3551,1.0,1.0
3552,3552,0.0,0.0
3553,3553,0.0,0.0
3555,3555,1.0,1.0
3556,3556,0.0,0.0
3557,3557,0.0,0.0
3558,3558,1.0,1.0
3559,3559,0.0,0.0
3561,3561,0.0,0.0
3562,3562,1.0,1.0
3564,3564,0.0,0.0
3565,3565,0.0,0.0
3566,3566,1.0,0.0
3567,3567,0.0,0.0
3568,3568,0.0,0.0
3569,3569,0.0,0.0
3570,3570,0.0,0.0
3571,3571,0.0,0.0
3572,3572,0.0,0.0
3574,3574,0.0,1.0
3575,3575,0.0,0.0
3577,3577,1.0,0.0
3578,3578,1.0,1.0
3579,3579,1.0,0.0
3580,3580,0.0,0.0
3581,3581,0.0,0.0
3582,3582,0.0,0.0
3583,3583,0.0,0.0
3584,3584,0.0,0.0
3585,3585,0.0,0.0
3586,3586,0.0,0.0
3587,3587,1.0,1.0
3588,3588,1.0,1.0
3590,3590,1.0,1.0
3591,3591,0.0,1.0
3592,3592,0.0,0.0
3593,3593,0.0,0.0
3594,3594,1.0,1.0
3595,3595,0.0,0.0
3597,3597,0.0,0.0
3598,3598,0.0,0.0
3599,3599,0.0,1.0
3600,3600,1.0,1.0
3601,3601,1.0,1.0
3603,3603,0.0,0.0
3604,3604,0.0,0.0
3605,3605,1.0,0.0
3606,3606,1.0,1.0
3607,3607,0.0,0.0
3608,3608,1.0,1.0
3609,3609,0.0,0.0
3611,3611,1.0,0.0
3612,3612,1.0,1.0
3613,3613,0.0,0.0
3614,3614,1.0,1.0
3616,3616,0.0,1.0
3617,3617,1.0,1.0
3618,3618,0.0,1.0
3620,3620,0.0,0.0
3621,3621,1.0,0.0
3622,3622,0.0,0.0
3623,3623,0.0,0.0
3624,3624,0.0,0.0
3625,3625,0.0,0.0
3627,3627,1.0,1.0
3628,3628,0.0,0.0
3629,3629,0.0,0.0
3630,3630,1.0,0.0
3631,3631,1.0,1.0
3632,3632,0.0,0.0
3633,3633,1.0,0.0
3634,3634,0.0,0.0
3635,3635,1.0,1.0
3636,3636,0.0,0.0
3637,3637,0.0,0.0
3638,3638,1.0,0.0
3639,3639,1.0,1.0
3640,3640,1.0,1.0
3642,3642,0.0,0.0
3643,3643,0.0,0.0
3644,3644,0.0,0.0
3645,3645,0.0,0.0
3646,3646,0.0,0.0
3647,3647,0.0,0.0
3648,3648,0.0,0.0
3649,3649,1.0,0.0
3650,3650,0.0,0.0
3651,3651,0.0,0.0
3652,3652,0.0,0.0
3655,3655,0.0,0.0
3656,3656,0.0,0.0
3658,3658,0.0,0.0
3659,3659,0.0,0.0
3660,3660,1.0,0.0
3661,3661,0.0,0.0
3662,3662,0.0,0.0
3663,3663,0.0,0.0
3664,3664,0.0,0.0
3665,3665,0.0,0.0
3666,3666,0.0,1.0
3667,3667,0.0,1.0
3669,3669,0.0,0.0
3670,3670,0.0,0.0
3671,3671,0.0,0.0
3672,3672,0.0,0.0
3673,3673,0.0,0.0
3675,3675,1.0,0.0
3676,3676,0.0,0.0
3677,3677,0.0,0.0
3678,3678,0.0,0.0
3679,3679,0.0,0.0
3680,3680,0.0,0.0
3681,3681,0.0,0.0
3682,3682,1.0,1.0
3683,3683,0.0,0.0
3685,3685,0.0,0.0
3686,3686,0.0,0.0
3687,3687,0.0,0.0
3689,3689,1.0,1.0
3690,3690,1.0,0.0
3691,3691,1.0,1.0
3692,3692,0.0,0.0
3693,3693,0.0,0.0
3696,3696,0.0,0.0
3697,3697,0.0,0.0
3698,3698,1.0,0.0
3699,3699,1.0,0.0
3700,3700,1.0,0.0
3701,3701,0.0,0.0
3702,3702,0.0,0.0
3703,3703,0.0,0.0
3704,3704,1.0,1.0
3705,3705,0.0,0.0
3708,3708,0.0,0.0
3709,3709,1.0,1.0
3711,3711,0.0,0.0
3712,3712,0.0,0.0
3713,3713,1.0,0.0
3714,3714,0.0,0.0
3715,3715,1.0,1.0
3716,3716,0.0,0.0
3717,3717,0.0,0.0
3718,3718,0.0,0.0
3719,3719,0.0,0.0
3720,3720,1.0,1.0
3721,3721,0.0,0.0
3722,3722,0.0,0.0
3724,3724,0.0,0.0
3725,3725,0.0,0.0
3726,3726,0.0,0.0
3727,3727,0.0,0.0
3728,3728,0.0,0.0
3729,3729,0.0,0.0
3730,3730,0.0,0.0
3731,3731,0.0,0.0
3732,3732,1.0,0.0
3734,3734,0.0,0.0
3735,3735,0.0,0.0
3737,3737,0.0,0.0
3738,3738,0.0,0.0
3739,3739,0.0,0.0
3740,3740,1.0,1.0
3741,3741,1.0,1.0
3742,3742,0.0,0.0
3743,3743,0.0,0.0
3746,3746,1.0,0.0
3747,3747,0.0,0.0
3748,3748,1.0,0.0
3749,3749,1.0,1.0
3750,3750,0.0,0.0
3751,3751,0.0,0.0
3752,3752,0.0,0.0
3753,3753,0.0,0.0
3754,3754,0.0,0.0
3755,3755,1.0,1.0
3757,3757,1.0,0.0
3758,3758,0.0,0.0
3759,3759,0.0,0.0
3760,3760,0.0,0.0
3761,3761,0.0,0.0
3762,3762,0.0,0.0
3763,3763,0.0,0.0
3765,3765,0.0,0.0
3766,3766,0.0,0.0
3767,3767,0.0,0.0
3768,3768,0.0,0.0
3769,3769,0.0,0.0
3770,3770,0.0,0.0
3771,3771,0.0,0.0
3773,3773,0.0,0.0
3774,3774,0.0,0.0
3775,3775,0.0,0.0
3777,3777,0.0,0.0
3780,3780,0.0,0.0
3782,3782,0.0,0.0
3783,3783,0.0,0.0
3784,3784,1.0,1.0
3787,3787,1.0,1.0
3789,3789,0.0,0.0
3790,3790,0.0,0.0
3791,3791,0.0,1.0
3792,3792,0.0,1.0
3793,3793,0.0,0.0
3794,3794,0.0,0.0
3795,3795,1.0,1.0
3796,3796,0.0,0.0
3797,3797,0.0,0.0
3798,3798,1.0,1.0
3799,3799,1.0,1.0
3800,3800,0.0,0.0
3801,3801,0.0,0.0
3802,3802,1.0,0.0
3803,3803,1.0,1.0
3804,3804,1.0,0.0
3805,3805,0.0,0.0
3806,3806,1.0,1.0
3807,3807,1.0,1.0
3809,3809,1.0,0.0
3810,3810,1.0,1.0
3811,3811,1.0,1.0
3812,3812,0.0,0.0
3814,3814,1.0,0.0
3815,3815,0.0,0.0
3816,3816,0.0,0.0
3817,3817,1.0,1.0
3818,3818,0.0,0.0
3819,3819,1.0,0.0
3820,3820,0.0,0.0
3821,3821,1.0,1.0
3822,3822,1.0,0.0
3823,3823,0.0,0.0
3824,3824,0.0,0.0
3825,3825,1.0,0.0
3826,3826,0.0,0.0
3827,3827,0.0,1.0
3828,3828,0.0,0.0
3829,3829,0.0,0.0
3830,3830,0.0,0.0
3831,3831,0.0,0.0
3832,3832,0.0,0.0
3833,3833,0.0,0.0
3834,3834,0.0,0.0
3835,3835,0.0,0.0
3837,3837,0.0,0.0
3838,3838,0.0,0.0
3840,3840,0.0,0.0
3841,3841,1.0,1.0
3842,3842,0.0,0.0
3843,3843,0.0,0.0
3844,3844,1.0,1.0
3845,3845,1.0,1.0
3846,3846,0.0,0.0
3847,3847,0.0,0.0
3848,3848,1.0,1.0
3849,3849,0.0,0.0
3850,3850,0.0,0.0
3851,3851,0.0,0.0
3852,3852,0.0,0.0
3853,3853,0.0,0.0
3854,3854,1.0,1.0
3855,3855,1.0,1.0
3856,3856,1.0,0.0
3857,3857,1.0,0.0
3858,3858,0.0,1.0
3859,3859,0.0,0.0
3860,3860,0.0,0.0
3861,3861,0.0,0.0
3863,3863,1.0,0.0
3864,3864,1.0,0.0
3865,3865,1.0,0.0
3866,3866,1.0,0.0
3868,3868,0.0,0.0
3869,3869,0.0,0.0
3870,3870,1.0,1.0
3871,3871,0.0,0.0
3872,3872,0.0,0.0
3873,3873,0.0,0.0
3874,3874,1.0,1.0
3876,3876,1.0,0.0
3877,3877,0.0,0.0
3878,3878,0.0,0.0
3879,3879,0.0,0.0
3880,3880,1.0,0.0
3881,3881,0.0,0.0
3882,3882,0.0,0.0
3883,3883,1.0,1.0
3885,3885,1.0,0.0
3886,3886,0.0,0.0
3887,3887,0.0,0.0
3888,3888,0.0,0.0
3889,3889,0.0,1.0
3890,3890,0.0,0.0
3891,3891,1.0,1.0
3892,3892,0.0,0.0
3893,3893,1.0,1.0
3894,3894,1.0,0.0
3896,3896,0.0,0.0
3897,3897,0.0,0.0
3898,3898,1.0,1.0
3901,3901,1.0,0.0
3902,3902,0.0,0.0
3903,3903,0.0,0.0
3904,3904,0.0,0.0
3905,3905,1.0,0.0
3906,3906,0.0,0.0
3907,3907,1.0,1.0
3908,3908,0.0,0.0
3909,3909,1.0,0.0
3910,3910,1.0,1.0
3911,3911,0.0,0.0
3912,3912,1.0,1.0
3913,3913,0.0,0.0
3914,3914,1.0,1.0
3916,3916,0.0,0.0
3917,3917,1.0,1.0
3918,3918,1.0,1.0
3919,3919,0.0,0.0
3920,3920,1.0,1.0
3922,3922,1.0,0.0
3923,3923,1.0,1.0
3925,3925,0.0,0.0
3926,3926,1.0,0.0
3927,3927,0.0,0.0
3928,3928,0.0,0.0
3929,3929,0.0,0.0
3930,3930,0.0,0.0
3931,3931,0.0,0.0
3932,3932,1.0,0.0
3934,3934,1.0,0.0
3935,3935,0.0,0.0
3936,3936,0.0,0.0
3937,3937,1.0,1.0
3939,3939,1.0,0.0
3940,3940,1.0,1.0
3941,3941,1.0,1.0
3942,3942,0.0,0.0
3943,3943,1.0,1.0
3944,3944,1.0,0.0
3945,3945,0.0,0.0
3946,3946,0.0,0.0
3947,3947,0.0,0.0
3948,3948,1.0,0.0
3949,3949,1.0,0.0
3950,3950,0.0,0.0
3951,3951,0.0,0.0
3952,3952,0.0,0.0
3953,3953,1.0,1.0
3955,3955,0.0,0.0
3956,3956,1.0,0.0
3957,3957,0.0,0.0
3958,3958,0.0,0.0
3959,3959,0.0,0.0
3961,3961,0.0,0.0
3962,3962,0.0,1.0
3963,3963,1.0,1.0
3964,3964,0.0,0.0
3965,3965,1.0,0.0
3966,3966,1.0,0.0
3967,3967,1.0,0.0
3968,3968,0.0,0.0
3969,3969,0.0,0.0
3972,3972,1.0,1.0
3973,3973,1.0,1.0
3974,3974,0.0,1.0
3975,3975,0.0,0.0
3976,3976,1.0,0.0
3977,3977,0.0,0.0
3978,3978,1.0,1.0
3979,3979,0.0,1.0
3980,3980,0.0,0.0
3981,3981,1.0,1.0
3983,3983,0.0,0.0
3985,3985,1.0,1.0
3986,3986,0.0,0.0
3987,3987,0.0,0.0
3988,3988,0.0,0.0
3989,3989,0.0,0.0
3990,3990,0.0,0.0
3991,3991,0.0,0.0
3992,3992,1.0,1.0
3993,3993,1.0,1.0
3994,3994,0.0,0.0
3995,3995,0.0,0.0
3996,3996,0.0,0.0
3997,3997,1.0,0.0
3999,3999,0.0,0.0
4000,4000,1.0,0.0
4001,4001,1.0,0.0
4002,4002,0.0,0.0
4003,4003,0.0,0.0
4004,4004,0.0,1.0
4006,4006,1.0,1.0
4007,4007,1.0,1.0
4008,4008,0.0,0.0
4009,4009,0.0,0.0
4010,4010,1.0,1.0
4011,4011,1.0,1.0
4012,4012,0.0,0.0
4013,4013,0.0,0.0
4014,4014,1.0,0.0
4015,4015,1.0,1.0
4016,4016,1.0,0.0
4018,4018,0.0,1.0
4019,4019,0.0,1.0
4020,4020,0.0,0.0
4021,4021,0.0,0.0
4022,4022,0.0,0.0
4023,4023,0.0,0.0
4025,4025,0.0,0.0
4026,4026,0.0,0.0
4027,4027,1.0,1.0
4028,4028,1.0,1.0
4029,4029,0.0,0.0
4030,4030,0.0,0.0
4032,4032,1.0,1.0
4034,4034,0.0,0.0
4035,4035,0.0,0.0
4036,4036,0.0,0.0
4037,4037,0.0,0.0
4038,4038,0.0,0.0
4039,4039,1.0,1.0
4040,4040,0.0,0.0
4044,4044,0.0,0.0
4045,4045,1.0,1.0
4046,4046,0.0,0.0
4047,4047,0.0,0.0
4048,4048,0.0,0.0
4049,4049,0.0,0.0
4050,4050,0.0,0.0
4051,4051,0.0,0.0
4052,4052,1.0,1.0
4054,4054,1.0,0.0
4055,4055,1.0,1.0
4056,4056,0.0,0.0
4057,4057,0.0,0.0
4058,4058,0.0,0.0
4059,4059,0.0,0.0
4060,4060,1.0,1.0
4061,4061,0.0,0.0
4062,4062,0.0,0.0
4065,4065,1.0,0.0
4066,4066,0.0,0.0
4068,4068,0.0,0.0
4069,4069,0.0,0.0
4070,4070,0.0,0.0
4071,4071,0.0,0.0
4072,4072,0.0,0.0
4073,4073,0.0,0.0
4075,4075,0.0,1.0
4078,4078,0.0,0.0
4079,4079,0.0,0.0
4080,4080,0.0,0.0
4081,4081,0.0,0.0
4082,4082,0.0,0.0
4083,4083,0.0,0.0
4084,4084,1.0,1.0
4085,4085,0.0,0.0
4086,4086,0.0,0.0
4087,4087,1.0,1.0
4088,4088,0.0,0.0
4089,4089,0.0,0.0
4090,4090,0.0,0.0
4091,4091,1.0,0.0
4093,4093,0.0,0.0
4094,4094,0.0,0.0
4096,4096,0.0,0.0
4097,4097,1.0,1.0
4099,4099,0.0,0.0
4100,4100,0.0,0.0
4101,4101,0.0,0.0
4102,4102,1.0,1.0
4105,4105,1.0,1.0
4106,4106,0.0,0.0
4107,4107,0.0,0.0
4108,4108,0.0,1.0
4109,4109,0.0,1.0
4110,4110,0.0,0.0
4111,4111,0.0,0.0
4112,4112,0.0,0.0
4113,4113,0.0,0.0
4114,4114,0.0,0.0
4115,4115,1.0,1.0
4116,4116,1.0,1.0
4117,4117,1.0,1.0
4118,4118,1.0,0.0
4119,4119,0.0,0.0
4120,4120,1.0,0.0
4121,4121,0.0,0.0
4122,4122,0.0,0.0
4123,4123,0.0,0.0
4124,4124,0.0,1.0
4126,4126,1.0,1.0
4127,4127,0.0,0.0
4130,4130,0.0,0.0
4131,4131,0.0,0.0
4133,4133,0.0,0.0
4134,4134,0.0,0.0
4135,4135,1.0,1.0
4136,4136,0.0,0.0
4137,4137,0.0,0.0
4138,4138,1.0,0.0
4139,4139,0.0,0.0
4140,4140,0.0,0.0
4141,4141,1.0,0.0
4142,4142,0.0,0.0
4143,4143,1.0,0.0
4144,4144,1.0,1.0
4145,4145,0.0,0.0
4147,4147,1.0,1.0
4148,4148,0.0,0.0
4149,4149,0.0,0.0
4150,4150,0.0,0.0
4151,4151,0.0,0.0
4152,4152,1.0,1.0
4153,4153,0.0,0.0
4154,4154,0.0,0.0
4155,4155,1.0,0.0
4157,4157,1.0,0.0
4158,4158,1.0,0.0
4159,4159,0.0,0.0
4160,4160,1.0,0.0
4161,4161,0.0,0.0
4162,4162,0.0,0.0
4163,4163,1.0,1.0
4164,4164,0.0,0.0
4165,4165,0.0,0.0
4166,4166,0.0,0.0
4167,4167,0.0,0.0
4168,4168,0.0,0.0
4169,4169,0.0,0.0
4170,4170,1.0,0.0
4171,4171,0.0,0.0
4172,4172,0.0,0.0
4173,4173,1.0,0.0
4174,4174,0.0,0.0
4175,4175,0.0,0.0
4176,4176,0.0,0.0
4177,4177,0.0,0.0
4178,4178,1.0,1.0
4180,4180,0.0,0.0
4181,4181,1.0,1.0
4183,4183,0.0,0.0
4184,4184,1.0,0.0
4185,4185,0.0,0.0
4186,4186,0.0,0.0
4187,4187,0.0,0.0
4188,4188,1.0,0.0
4189,4189,0.0,0.0
4190,4190,1.0,1.0
4192,4192,1.0,1.0
4193,4193,1.0,0.0
4194,4194,0.0,0.0
4195,4195,0.0,0.0
4196,4196,0.0,0.0
4197,4197,0.0,0.0
4198,4198,1.0,0.0
4200,4200,0.0,0.0
4201,4201,1.0,1.0
4202,4202,0.0,0.0
4203,4203,1.0,1.0
4204,4204,0.0,0.0
4205,4205,1.0,1.0
4206,4206,0.0,0.0
4207,4207,1.0,1.0
4208,4208,1.0,1.0
4210,4210,0.0,0.0
4211,4211,0.0,0.0
4212,4212,1.0,1.0
4213,4213,0.0,0.0
4215,4215,1.0,0.0
4216,4216,0.0,0.0
4217,4217,0.0,0.0
4218,4218,1.0,1.0
4219,4219,1.0,0.0
4220,4220,0.0,0.0
4221,4221,1.0,1.0
4222,4222,0.0,1.0
4223,4223,1.0,0.0
4224,4224,1.0,1.0
4225,4225,1.0,1.0
4226,4226,1.0,0.0
4227,4227,0.0,0.0
4228,4228,1.0,1.0
4229,4229,1.0,0.0
4230,4230,1.0,1.0
4231,4231,0.0,0.0
4233,4233,0.0,0.0
4234,4234,0.0,0.0
4235,4235,0.0,0.0
4237,4237,0.0,1.0
4239,4239,0.0,0.0
4240,4240,1.0,0.0
4241,4241,0.0,0.0
4242,4242,1.0,1.0
4243,4243,0.0,0.0
4245,4245,1.0,0.0
4246,4246,0.0,0.0
4247,4247,0.0,0.0
4248,4248,1.0,1.0
4249,4249,1.0,1.0
4250,4250,1.0,1.0
4251,4251,1.0,1.0
4252,4252,1.0,1.0
4254,4254,1.0,0.0
4255,4255,1.0,1.0
4256,4256,0.0,1.0
4257,4257,0.0,1.0
4259,4259,1.0,1.0
4260,4260,1.0,1.0
4262,4262,0.0,0.0
4263,4263,1.0,1.0
4264,4264,0.0,1.0
4266,4266,0.0,0.0
4267,4267,0.0,0.0
4268,4268,1.0,0.0
4269,4269,0.0,1.0
4270,4270,0.0,0.0
4271,4271,0.0,0.0
4274,4274,0.0,0.0
4275,4275,0.0,0.0
4276,4276,1.0,1.0
4277,4277,0.0,0.0
4278,4278,0.0,0.0
4279,4279,1.0,1.0
4280,4280,0.0,0.0
4281,4281,1.0,0.0
4282,4282,0.0,0.0
4283,4283,1.0,0.0
